Model;Brand;year;quarter;month;month_id;Audio_jack;battery_removable;battery_amps;battery_type;Bluetooth;Display_type;aspect_ratio;screen_body_ratio;GPS;Radio;ram_MB;im_MB;primary_camera_MP;primary_camera_autofocus;primary_camera_LED_flash;primary_camera_VGA;sensor_accelerometer;sensor_fingerprint;sensor_fingerprint_mounted;sensor_heart_rate;sensor_iris_scanner;sensor_proximity;sensor_temperature
_M8920;Samsung;null;null;null;null;N;Y;1500;Li-Ion;Y;AMOLED capacitive touchscreen  16M colors;1.6666666667;47;Y;Y;null;8000.0;2.0;Y;Y;N;Y;N;null;N;N;Y;N
_C5030;Samsung;null;null;null;null;Y;Y;null;null;Y;TFT capacitive touchscreen  256K colors;1.3333333333;null;N;Y;null;null;2.0;N;N;N;N;N;null;N;N;N;N
_Guru Dual 26;Samsung;null;null;null;null;N;Y;null;Li-Ion;Y;TFT  256K colors;1.25;null;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_SGH-2200;Samsung;1999;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;1.9166666667;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_SGH-2100;Samsung;1999;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;1.9166666667;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_SGH-2400;Samsung;1999;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;1.9166666667;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_A100;Samsung;2000;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;1.9166666667;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_A110;Samsung;2000;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;1.9166666667;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_M100;Samsung;2000;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;2.0;null;N;N;null;32.0;null;N;N;N;N;N;null;N;N;N;N
_N100;Samsung;2000;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;1.9375;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_SGH-810;Samsung;2000;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;2.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_A200;Samsung;2001;null;null;null;N;Y;null;Li-Ion;N;Grayscale graphic  4 shades;2.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_A300;Samsung;2001;null;null;null;N;Y;900;Li-Ion;N;Grayscale graphic  4 shades;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_N105;Samsung;2001;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;1.9375;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_N300;Samsung;2001;null;null;null;N;Y;900;Li-Ion;N;Grayscale graphic  4 shades;1.9375;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_N400;Samsung;2001;null;null;null;N;Y;null;Li-Ion;N;Grayscale graphic  4 shades;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Q105;Samsung;2001;null;null;null;N;Y;900;Li-Ion;N;Grayscale graphic  4 shades;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Q100;Samsung;2001;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_R220;Samsung;2001;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;2.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_R210;Samsung;2001;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;2.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_R200;Samsung;2001;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;2.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_A400;Samsung;2001;4;null;null;N;Y;null;Li-Ion;N;Grayscale graphic  4 shades;1.3333333333;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_A500;Samsung;2002;null;null;null;N;Y;null;Li-Ion;N;Grayscale graphic  4 shades;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_N500;Samsung;2002;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;2.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_N620;Samsung;2002;null;null;null;N;Y;800;Li-Ion;N;Monochrome graphic;2.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Q200;Samsung;2002;null;null;null;N;Y;650;Li-Ion;N;Grayscale graphic  4 shades;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Q300;Samsung;2002;null;null;null;N;Y;800;Li-Ion;N;Grayscale graphic  4 shades;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_S100;Samsung;2002;null;null;null;N;Y;null;Li-Ion;N;STN  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_T100;Samsung;2002;null;null;null;N;Y;720;Li-Ion;N;TFT  4096 colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_V100;Samsung;2002;null;null;null;N;Y;null;Li-Ion;N;TFT  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_A800;Samsung;2002;4;null;null;N;Y;750;Li-Ion;N;Grayscale graphic  4 shades;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_T200;Samsung;2002;4;null;null;N;Y;700;Li-Ion;N;UFB  65K Colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_T400;Samsung;2002;4;null;null;N;Y;800;Li-Ion;N;TFT  65K colors;1.125;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_S300;Samsung;2003;null;null;null;N;Y;570;Li-Ion;N;UFB  65K colors;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_S200;Samsung;2003;null;null;null;N;Y;700;Li-Ion;N;UFB  65K colors;1.125;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_S500;Samsung;2003;null;null;null;N;Y;800;Li-Ion;N;TFT  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_T500;Samsung;2003;1;null;null;N;Y;800;Li-Ion;N;CSTN  65K colors;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_T700;Samsung;2003;1;null;null;N;Y;null;Li-Ion;N;TFT  65K colors;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_P400;Samsung;2003;1;null;null;N;Y;900;Li-Ion;N;TFD  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_V200;Samsung;2003;1;null;null;N;Y;720;Li-Ion;N;TFD  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Z100;Samsung;2003;1;null;null;N;Y;850;Li-Ion;N;TFT  256K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_P500;Samsung;2003;2;null;null;N;Y;900;Li-Ion;N;TFD  65K colors;1.25;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_C100;Samsung;2003;2;null;null;N;Y;780;Li-Ion;N;UFB  65K colors;1.0;null;N;N;null;0.3;null;N;N;N;N;N;null;N;N;N;N
_E400;Samsung;2003;2;null;null;N;Y;900;Li-Ion;N;UFB  65K colors;1.125;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_X400;Samsung;2003;2;null;null;N;Y;620;Li-Ion;N;TFT  65K colors;1.25;null;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_X410;Samsung;2003;2;null;null;N;Y;900;Li-Ion;Y;TFT  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_E715;Samsung;2003;3;null;null;N;Y;800;Li-Ion;N;TFT  65K colors;1.25;null;N;N;null;null;null;N;Y;Y;N;N;null;N;N;N;N
_X600;Samsung;2003;3;null;null;N;Y;900;Li-Ion;N;UFB  65K colors;1.0;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_D700;Samsung;2003;3;null;null;N;Y;800;Li-Ion;N;TFT  65K colors;1.1818181818;null;N;N;null;16.0;null;N;N;Y;N;N;null;N;N;N;N
_E700;Samsung;2003;3;null;null;N;Y;780;Li-Ion;N;TFT  65K colors;1.25;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_X100;Samsung;2003;3;null;null;N;Y;900;Li-Ion;N;CSTN  65K colors;1.0;18;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_D100;Samsung;2003;3;null;null;N;Y;800;Li-Ion;N;TFD  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_E105;Samsung;2003;3;null;null;N;Y;780;Li-Ion;N;UFB  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_E100;Samsung;2003;3;null;null;N;Y;720;Li-Ion;N;TFD  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_P100;Samsung;2003;3;null;null;N;Y;780;Li-Ion;N;TFD  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_E600;Samsung;2003;4;null;null;N;Y;900;Li-Ion;N;TFT  65K colors;1.0;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_D410;Samsung;2003;4;null;null;N;Y;900;Li-Ion;N;TFD  256K colors;1.25;29;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_X430;Samsung;2003;4;null;null;N;Y;720;Li-Ion;N;UFB  65K colors;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Watch Phone;Samsung;2003;4;null;null;N;Y;400;Li-Ion;Y;OLED  256 colors;1.46875;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_P705;Samsung;2003;4;null;null;N;Y;780;Li-Ion;N;TFT  256K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_X450;Samsung;2003;4;null;null;N;Y;720;Li-Ion;N;UFB  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_E330;Samsung;2004;1;null;null;N;Y;800;Li-Ion;N;UFB  65K colors;1.25;null;N;N;null;null;null;N;Y;Y;N;N;null;N;N;N;N
_E610;Samsung;2004;1;null;null;N;Y;800;Li-Ion;N;TFT  256K colors;1.25;null;N;N;null;null;null;N;Y;Y;N;N;null;N;N;N;N
_i505;Samsung;2004;1;null;null;N;Y;null;Li-Ion;N;TFT resistive  touchscreen  65K colors;1.0864197531;null;N;N;32.0;32.0;null;N;Y;Y;N;N;null;N;N;N;N
_P510;Samsung;2004;1;null;null;N;Y;1000;Li-Ion;N;TFT  65K colors;1.25;null;N;N;null;null;null;N;Y;Y;N;N;null;N;N;N;N
_X610;Samsung;2004;1;null;null;N;Y;800;Li-Ion;N;TFT  65K colors;1.0;14;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_E310;Samsung;2004;1;null;null;N;Y;800;Li-Ion;N;TFT  65K colors;1.25;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_E300;Samsung;2004;1;null;null;N;Y;820;Li-Ion;N;TFT  65K colors;1.25;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_X900;Samsung;2004;1;null;null;N;Y;null;Li-Ion;N;TFT  256K colors;1.25;null;N;N;null;128.0;null;N;N;Y;N;N;null;N;N;N;N
_X910;Samsung;2004;1;null;null;N;Y;null;Li-Ion;N;TFT  256K colors;1.25;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_Z105;Samsung;2004;1;null;null;N;Y;1000;Li-Ion;N;TFT  256K colors;1.0909090909;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_D710;Samsung;2004;1;null;null;N;Y;null;Li-Ion;N;TFT  256K colors;1.1818181818;null;N;N;64.0;32.0;1.0;N;Y;N;N;N;null;N;N;N;N
_C110;Samsung;2004;1;null;null;N;Y;830;Li-Ion;N;UFB  65K colors;1.0;14;N;N;null;5.0;null;N;N;N;N;N;null;N;N;N;N
_E410;Samsung;2004;1;null;null;N;Y;900;Li-Ion;N;UFB  65K colors;1.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_i530;Samsung;2004;1;null;null;N;Y;null;Li-Ion;N;UFS  65K colors;1.0864197531;null;N;N;32.0;32.0;1.0;N;Y;N;N;N;null;N;N;N;N
_X120;Samsung;2004;1;null;null;N;Y;830;Li-Ion;N;OLED  65K colors;1.0;21;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_i250;Samsung;2004;1;null;null;N;Y;null;Li-Ion;Y;TFT  65K colors;1.25;null;N;N;32.0;64.0;1.0;N;Y;N;N;N;null;N;N;N;N
_E800;Samsung;2004;1;March;3;N;Y;800;Li-Ion;N;TFT  65K colors;1.25;23;N;N;null;24.0;null;N;Y;Y;N;N;null;N;N;N;N
_E810;Samsung;2004;1;March;3;N;Y;800;Li-Ion;N;TFT  65K colors;1.25;23;N;N;null;null;null;N;Y;Y;N;N;null;N;N;N;N
_i500;Samsung;2004;1;March;3;N;Y;1100;Li-Ion;N;TFT resistive touchscreen  65K colors;1.0864197531;null;N;N;32.0;32.0;null;N;N;Y;N;N;null;N;N;N;N
_i700;Samsung;2004;1;March;3;N;Y;1100;Li-Ion;N;TFT resistive touchscreen  65K colors;1.3333333333;null;N;N;32.0;32.0;null;N;N;Y;N;N;null;N;N;N;N
_P710;Samsung;2004;1;March;3;N;Y;null;Li-Ion;N;TFT  256K colors;1.25;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_P730;Samsung;2004;1;March;3;N;Y;800;Li-Ion;N;TFD  256K colors;1.25;null;N;N;null;64.0;1.0;N;N;N;N;N;null;N;N;N;N
_X460;Samsung;2004;3;null;null;N;Y;800;Li-Ion;N;UFB  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_D428;Samsung;2004;4;null;null;N;Y;820;Li-Ion;N;TFT resistive touchscreen  256K colors;1.25;30;N;N;null;null;null;N;Y;Y;N;N;null;N;N;N;N
_E630;Samsung;2004;4;null;null;N;Y;800;Li-Ion;N;TFT  65K colors;1.25;24;N;N;null;null;null;N;Y;Y;N;N;null;N;N;N;N
_Z107;Samsung;2004;4;null;null;N;Y;960;Li-Ion;N;TFT  256K colors;1.0909090909;null;N;N;null;32.0;null;N;Y;Y;N;N;null;N;N;N;N
_D488;Samsung;2004;4;null;null;N;Y;800;Li-Ion;N;TFT  65K colors;1.25;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_E850;Samsung;2004;4;null;null;N;Y;800;Li-Ion;N;TFT  65K colors;1.25;23;N;N;null;9.0;null;N;N;Y;N;N;null;N;N;N;N
_D500;Samsung;2004;4;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;26;N;N;null;null;1.3;N;Y;N;N;N;null;N;N;N;N
_C200;Samsung;2004;4;null;null;N;Y;700;Li-Ion;N;UFB  65K colors;1.0;18;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Z110;Samsung;2004;4;null;null;N;Y;1300;Li-Ion;N;TFT  256K colors;1.3333333333;65;N;N;null;60.0;1.0;N;N;N;N;N;null;N;N;N;N
_Serene;Samsung;2005;null;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.3333333333;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_Z700;Samsung;2005;1;null;null;N;Y;null;Li-Ion;Y;TFT  256K colors;1.3333333333;null;N;N;null;null;3.15;N;Y;N;N;N;null;N;N;N;N
_E350;Samsung;2005;1;null;null;N;Y;800;Li-Ion;N;TFT  65K colors;1.25;22;N;N;null;40.0;null;N;Y;Y;N;N;null;N;N;N;N
_S342i;Samsung;2005;1;null;null;N;Y;800;Li-Ion;N;TFT  256K colors;1.25;null;N;N;null;null;null;N;Y;Y;N;N;null;N;N;N;N
_E340;Samsung;2005;1;null;null;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;null;N;N;null;40.0;null;N;N;Y;N;N;null;N;N;N;N
_X620;Samsung;2005;1;null;null;N;Y;800;Li-Ion;N;TFT  65K colors;1.25;18;N;Y;null;3.0;null;N;N;Y;N;N;null;N;N;N;N
_X640;Samsung;2005;1;null;null;N;Y;800;Li-Ion;N;UFB  65K colors;1.25;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_Z140;Samsung;2005;1;null;null;N;Y;1000;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;44.0;null;N;N;Y;N;N;null;N;N;N;N
_P850;Samsung;2005;1;null;null;N;Y;950;Li-Ion;Y;TFT  256K colors;1.3333333333;29;N;N;null;73.0;3.15;Y;Y;N;N;N;null;N;N;N;N
_E730;Samsung;2005;1;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;null;N;Y;null;null;1.3;N;Y;N;N;N;null;N;N;N;N
_D510;Samsung;2005;1;null;null;N;Y;900;Li-Ion;Y;TFT  256K colors;1.25;26;N;N;null;30.0;1.3;N;Y;N;N;N;null;N;N;N;N
_D720;Samsung;2005;1;null;null;N;Y;900;Li-Ion;Y;TFT  256K colors;1.25;21;N;N;null;18.0;1.3;N;Y;N;N;N;null;N;N;N;N
_X140;Samsung;2005;1;null;null;N;Y;800;Li-Ion;N;UFB  65K colors;1.0;16;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;Y
_D730;Samsung;2005;1;null;null;N;Y;1000;Li-Ion;Y;TFT  256K colors;1.25;22;N;N;null;18.0;1.3;N;Y;N;N;N;null;N;N;N;N
_E640;Samsung;2005;1;null;null;N;Y;820;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;32.0;1.3;N;Y;N;N;N;null;N;N;N;N
_i300;Samsung;2005;1;null;null;N;Y;1000;Li-Ion;Y;TFT  256K colors (65K effective);1.3333333333;22;N;N;64.0;3000.0;1.3;N;Y;N;N;N;null;N;N;N;N
_E760;Samsung;2005;1;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;92.0;1.3;N;N;N;N;N;null;N;N;N;N
_E750;Samsung;2005;1;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;90.0;1.3;N;N;N;N;N;null;N;N;N;N
_S410i;Samsung;2005;1;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;88.0;1.3;N;Y;N;N;N;null;N;N;N;N
_X800;Samsung;2005;1;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;25;N;N;null;80.0;1.3;N;Y;N;N;N;null;N;N;N;N
_i750;Samsung;2005;1;null;null;N;Y;800;Li-Ion;Y;TFT resistive touchscreen  65K colors;1.3333333333;37;N;N;null;79.0;2.0;Y;N;N;N;N;null;N;N;N;N
_SCH-B100;Samsung;2005;1;null;null;N;Y;1360;Li-Ion;N;TFT  256K colors;1.3333333333;null;N;N;null;null;1.0;N;Y;N;N;N;null;N;N;N;N
_P860;Samsung;2005;1;null;null;N;Y;null;Li-Ion;Y;TFD  16M colors;1.3333333333;null;N;N;null;null;5.0;N;Y;N;N;N;null;N;N;N;N
_D600;Samsung;2005;1;null;null;N;Y;950;Li-Ion;Y;TFT  256K colors;1.3333333333;27;N;N;null;72.0;2.0;N;Y;N;N;N;null;N;N;N;N
_E530;Samsung;2005;1;null;null;N;Y;820;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;null;1.0;N;Y;N;N;N;null;N;N;N;N
_E620;Samsung;2005;1;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;null;1.0;N;Y;N;N;N;null;N;N;N;N
_E720;Samsung;2005;1;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;90.0;1.0;N;Y;N;N;N;null;N;N;N;N
_E880;Samsung;2005;1;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;24;N;N;null;80.0;1.0;N;Y;N;N;N;null;N;N;N;N
_Z300;Samsung;2005;1;null;null;N;Y;950;Li-Ion;Y;TFT  256K colors;1.25;30;N;N;null;50.0;1.0;N;Y;N;N;N;null;N;N;N;N
_Z130;Samsung;2005;1;null;null;N;Y;1000;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;55.0;1.0;N;Y;N;N;N;null;N;N;N;N
_X480;Samsung;2005;1;null;null;N;Y;800;Li-Ion;N;UFB  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Z500;Samsung;2005;1;null;null;N;Y;960;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;55.0;1.0;N;N;N;N;N;null;N;N;N;N
_C230;Samsung;2005;2;null;null;N;Y;800;Li-Ion;N;UFB  65K colors;1.0;16;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_X700;Samsung;2005;2;null;null;N;Y;800;Li-Po;Y;TFT  256K colors;1.25;26;N;Y;null;35.0;1.3;N;N;N;N;N;null;N;N;N;N
_X810;Samsung;2005;2;null;null;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;24;N;N;null;90.0;1.3;N;Y;N;N;N;null;N;N;N;N
_D550;Samsung;2005;2;June;6;N;Y;820;Li-Ion;Y;TFT  256K colors;1.25;36;N;N;null;80.0;1.0;N;N;N;N;N;null;N;N;N;N
_C210;Samsung;2005;3;null;null;N;Y;800;Li-Ion;N;UFB  65K colors;1.0;16;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_P300;Samsung;2005;4;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;22;N;N;null;80.0;1.3;N;Y;N;N;N;null;N;N;N;N
_E360;Samsung;2005;4;null;null;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;null;N;Y;null;44.0;null;N;N;Y;N;N;null;N;N;N;N
_X660;Samsung;2005;4;null;null;N;Y;800;Li-Ion;N;UFB  65K colors;1.25;null;N;N;null;8.0;null;N;N;Y;N;N;null;N;N;N;N
_ZV10;Samsung;2005;4;null;null;N;Y;1000;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;50.0;null;N;N;Y;N;N;null;N;N;N;N
_C120;Samsung;2005;4;null;null;N;Y;800;Li-Ion;N;CSTN  65K colors;1.0;17;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_D800;Samsung;2005;4;null;null;N;Y;850;Li-Ion;Y;TFT  256K colors;1.3333333333;29;N;N;null;80.0;1.3;N;Y;N;N;N;null;N;N;N;N
_E860;Samsung;2005;4;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;88.0;1.3;N;Y;N;N;N;null;N;N;N;N
_E770;Samsung;2005;4;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;27;N;N;null;80.0;1.3;N;Y;N;N;N;null;N;N;N;N
_D820;Samsung;2005;4;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.3333333333;28;N;N;null;73.0;1.3;N;N;N;N;N;null;N;N;N;N
_S500i;Samsung;2005;4;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.3333333333;null;N;N;null;80.0;1.3;N;Y;N;N;N;null;N;N;N;N
_Z320i;Samsung;2005;4;null;null;N;Y;null;Li-Ion;Y;TFT  256K colors;1.25;27;N;N;null;120.0;1.3;N;Y;N;N;N;null;N;N;N;N
_Z510;Samsung;2005;4;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.3333333333;null;N;N;null;138.0;1.3;N;Y;N;N;N;null;N;N;N;N
_ZV30;Samsung;2005;4;null;null;N;Y;1000;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;40.0;1.3;N;Y;N;N;N;null;N;N;N;N
_Z540;Samsung;2005;4;null;null;N;Y;880;Li-Ion;Y;TFT  256K colors;1.3333333333;null;N;N;null;140.0;1.3;N;N;N;N;N;null;N;N;N;N
_X150;Samsung;2005;4;null;null;N;Y;800;Li-Ion;N;CSTN  65K colors;1.25;18;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_X200;Samsung;2005;4;null;null;N;Y;800;Li-Ion;N;UFB  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_X490;Samsung;2005;4;null;null;N;Y;850;Li-Ion;N;UFB  65K colors;1.25;null;N;N;null;3.0;null;N;N;N;N;N;null;N;N;N;N
_X650;Samsung;2006;1;null;null;N;Y;800;Li-Ion;N;UFB  65K colors;1.25;null;N;Y;null;3.0;null;N;N;Y;N;N;null;N;N;N;N
_X670;Samsung;2006;1;null;null;N;Y;800;Li-Ion;Y;UFB  65K colors;1.25;26;N;Y;null;18.0;null;N;N;Y;N;N;null;N;N;N;N
_D810;Samsung;2006;1;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.3333333333;24;N;N;null;80.0;1.3;N;Y;N;N;N;null;N;N;N;N
_E870;Samsung;2006;1;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;80.0;1.3;N;Y;N;N;N;null;N;N;N;N
_i300x;Samsung;2006;1;null;null;N;Y;1000;Li-Ion;Y;TFT  256K colors (65K effective);1.3333333333;22;N;N;64.0;4000.0;1.3;N;Y;N;N;N;null;N;N;N;N
_E780;Samsung;2006;1;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;80.0;2.0;N;N;N;N;N;null;N;N;N;N
_X160;Samsung;2006;1;null;null;N;Y;750;Li-Ion;N;UFB  65K colors;1.25;26;N;N;null;2.0;null;N;N;N;N;N;null;N;N;N;N
_i320;Samsung;2006;1;February;2;N;Y;1000;Li-Ion;Y;TFT  65K colors;1.3333333333;22;N;N;null;128.0;1.3;N;Y;N;N;N;null;N;N;N;N
_S400i;Samsung;2006;1;February;2;N;Y;null;Li-Ion;Y;TFT  256K colors;1.25;24;N;N;null;13.0;null;N;Y;Y;N;N;null;N;N;N;N
_Z150;Samsung;2006;1;February;2;N;Y;900;Li-Ion;Y;TFT  256K colors;1.25;20;N;N;null;50.0;null;N;N;Y;N;N;null;N;N;N;N
_Z710;Samsung;2006;1;February;2;N;Y;880;Li-Ion;Y;TFT  256K colors;1.3333333333;null;N;Y;null;128.0;3.15;Y;Y;N;N;N;null;N;N;N;N
_D520;Samsung;2006;1;February;2;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;24;N;N;null;80.0;1.3;N;Y;N;N;N;null;N;N;N;N
_P910;Samsung;2006;1;February;2;N;Y;null;Li-Ion;Y;TFT  256K colors;1.3333333333;30;N;N;null;20.0;1.3;N;N;N;N;N;null;N;N;N;N
_Z350;Samsung;2006;1;February;2;N;Y;null;Li-Ion;Y;TFT  256K colors;1.3333333333;26;N;N;null;30.0;1.3;N;N;N;N;N;null;N;N;N;N
_Z330;Samsung;2006;1;February;2;N;Y;null;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;140.0;1.3;N;N;N;N;N;null;N;N;N;N
_Z310;Samsung;2006;1;February;2;N;Y;950;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;50.0;1.0;N;Y;N;N;N;null;N;N;N;N
_Z520;Samsung;2006;1;February;2;N;Y;null;Li-Ion;Y;TFT  256K colors;1.3333333333;null;N;N;null;40.0;2.0;N;Y;N;N;N;null;N;N;N;N
_Z600;Samsung;2006;1;February;2;N;Y;null;Li-Ion;Y;TFT  256K colors;1.1818181818;null;N;N;null;70.0;2.0;N;Y;N;N;N;null;N;N;N;N
